Nhưng giờ chúng ta đang nói về lễ cưới của cậu đó, Noc.        But this is your wedding we're talking about, Noc.
Kenton điểu khiển robot tung 1 cú đấm thẳng vào mặt nhà vô địch!        Kenton working his bot with a trifecta of straight rights to the champ's dome!
Mặt khác, nếu bạn nhìn các vấn đề căng thẳng giống như một thử thách cần giải quyết, máu sẽ được đưa tới não và tim của bạn, và bạn trải qua một cú kích thích mạnh của cortisol nhưng rất ngắn.        On the other hand, if you typically see something stressful as a challenge to be tackled, then blood flows to your heart and to your brain, and you experience a brief but energizing spike of cortisol.
Giờ đây, với Google Nose Beta, những bông hồng chỉ cách một cú nhấp chuột.        Now, with Google Nose Beta, the roses are just a click away.
Chim cú tuyết        Snowy owl
Anh ra một cú " karate " hất đổ món của Manny khỏi tay của Brent        You karate-chopped Manny's stew out of Brent's hands.
Theo đánh giá chung, anh ta có cú ném bóng rất độc đáo.        By all accounts, he had a wicked curveball.
Herek và cú sốc về quân đội của hắn là mục tiêu.        Herek and his shock troops are the target.
Chuyện này có thể là một cú sốc cho ngươi, Johns... nhưng ta không hoá kiếp cho con trai ngươi.        This may come as a shock to you, Johns, but I didn't ghost your son.
Cú cho là chúng ta tìm được toa xe đó.        Supposing we find that wagon?
Người chồng của chị đã đến với sự giúp đỡ và ngày nay tôi được an toàn bởi vì ông ấy đã trả lời cú điện thoại đó.        Your husband came with help, and I am safe today because he answered that telephone.
Anh có những cơn nóng giận dễ tấn công đối phương , gồm có cú thụi tai tiếng vào mặt Rosenbeg , khiến anh nhận những kỷ lục về án phạt , nhưng là một cầu thủ , anh đã lớn và đã trưởng thành .        He has his aggressive bouts of temper , including the infamous Rosenbeg punch , which have led to disciplinary records , but as a player , he has grown and matured .
Cháu cảm thấy cú đó đau đấy        I felt that one!
Và anh ta nháy một cú vào âm đạo của tù nhân.        And he's taking beaver shots of inmates.
Ý tôi là, sẽ thành một con cú.        I mean, it will be.
Tôi hy vọng điều này là con sẽ không là một cú sốc, nhưng, bạn sẽ kết hôn với tôi?        I hope this is not gonna be a shock, but, would you marry me?
Nhưng sau đó Lyzel vùng Kiel... hạ gục kẻ chỉ huy của đội quân cú ma quỷ.        But then Lyze of Kiel struck down the leader of the evil owls.
URL này không chính xác—vì tất cả các tham số đã được thoát nên máy chủ adclick không thể phân tích cú pháp các tham số đó một cách chính xác.        This is incorrect—since all the parameters have been escaped, the adclick server can't parse them properly.
Thiệt hại bên ngoài của con tàu sau cú rơi đã được sửa chữa 30% cũng có tình trạng tương tự.        External damage to the ship resulting in the fall, already eliminated about 30%.
Nó cho bạn một cú hích để liều.        It gives you the kick out of taking risks.
Digger, hai con cú tí hon này là ai và sao chúng lại nói chuyện với bữa tối?        Digger, who are these tiny owls and why are they talking to dinner?
Nhưng chúng ta chưa chứng kiến được 1 vụ va chạm thiên thạch lớn nên đây là 1 kiểu của thuyết Tân Hủy diệt, và nó mất khoảng 20 năm để ra mắt chính thức một cách có khoa học để đưa tới kết luận: Đúng rồi, chúng ta đã bị đâm và đúng rồi, ảnh hưởng của cú đâm đó tạo nên cuộc đại tuyệt chủng.        But we haven't witnessed a big asteroid impact, so this is a type of neo- catastrophism, and it took about 20 years for the scientific establishment to finally come to grips: yes, we were hit; and yes, the effects of that hit caused a major mass extinction.
Ông học cú đó ở đâu vậy?        Where did you learn that?
Sao hắn không cắn lại 1 cú nào?        Why hasn't he struck back?
Và cứ thể cho tới cú thứ ba, tư hay năm.        The third drops, the fourth, the fifth.
Tôi nhận thấy rằng mục tiêu đã đưa ra một cú sốc và rơi ngược trở lại và không di chuyển nhiều hơn        I noticed that Target gave a jolt and fell backwards and did not move more
Một con cú thứ hai nãy giờ đứng quan sát nhưng bây giờ nó tiến đến để thách đấu        A second owl is watching but now makes a challenge
Tôi là cú đêm mà.        I'm like an owl.
Không giành được cú đó chắc là rảnh ranh nhiều đó nhỉ?        You musta had a lotta free time after not getting that gig.
Và tin tôi đi, tôi vô cùng biết ơn khi được trở thành con người đó. bởi vì quyển sách "Ăn, Cầu nguyện, Yêu" là cú đột phá.        And believe me, I'm extremely grateful to be that person, because that whole "Eat, Pray, Love" thing was a huge break for me.
Chỉ có một số ít người có thể thực hiện một cú bắn như thế Và tôi là một trong số họ.        There are only a handful of guys can make those shots, and I'm one of them.
Tôi đã mượn bộ đồ này từ thằng cháu tôi nhưng tôi chắc cú với cô luôn, những gì bên dưới đúng là của một người đàn ông.        I may have borrowed this from my nephew but let me assure you, what's underneath is all man.
Bởi vậy ai đó phải kết nối các điểm lại với nhau và cho những phát kiến này một cú đá từ đằng sau.        So somebody needs to connect the dots and give these developments a big kick in the butt.
Giáng cho người này một cú, tâm hồn thì lại dành cho người khác sao?        Banging one and being spiritual with the other?
Còn, những bức tường của đường ống này có thể bị xói mòn dần do nước vẫn chảy theo suốt nó sẽ chuẩn bị cho chúng ta một cú phanh.        Well, the walls of this tunnel could have gently eroded by water which still runs through it providing a gradual break to our fall.
Không một cú phone.        It's called a phone call.
Khi chúng gặp phải những cú shock từ bên ngoài chúng không sụp đổ 1 cách dễ dàng.        When they encounter shock from the outside that they don't just unravel and fall to pieces.
Mẹ, tôi bị ăn mấy cú này.        I took a couple shots back there.
Bắt chước Sunny Deol- diễn viên Ấn Độ) Đầu tiên cho nó một cú thật mạnh vào!        Imitating Sunny Deol) This fist is heavy as a ton!
Người ta nói cái sọc trắng gây ra... bởi cú sốc.        They say the white streak was caused by the shock.
Làm thêm một cú nữa chứ hả?        You want to give this another shot?
Bộ nhớ cơ sở của nó đã bị ghi đè bởi cú sốc sau cái chết của đứa con, Bernard.        Her cornerstone memory was overwritten from the trauma of her child's murder, Bernard.
Theo đó, và một cú sinker về đúng chốt.        Away there, and a beautiful sinker right in the box.
Còn những chú bướm cú màu xỉn thì mang các đốm hình mắt cú, làm nổi bật lên bộ cánh màu nâu của chúng.        The dull owl butterflies have huge owllike eyespots to brighten up their brown attire.
Tất cả những gì họ cần làm& lt; br / & gt; chỉ là một cú click chuột.        All they needed was a single claim of copyright infringement.
Đó là một thử thách bạn có thể đánh được bao nhiêu cú mà không bị dính đòn.        It's a test... of how much you can hit... without being hit.
Chỉ một cú tát!        One clean slap!
30 năm trong nghề, tôi chưa từng thấy cú knockout nào như vậy.        Thirty years in the business, I've never seen a knockout like that.
Cách đây vài năm, tôi đã cầu nguyện để có được những lời để nói nhằm bảo vệ vai trò làm mẹ khi tôi nhận được một cú điện thoại nặc danh.        Some years ago, I prayed for the words to defend motherhood when I received an anonymous phone call.
Lẽ ra ông nên ở yên mà nghỉ hưu, ông Cú.        You should've stayed retired, Owl.
Và một cú nữa.        And another.
Đêm nay cháu đã trượt cú nhảy đó mấy lần rồi?        How many times have I missed that jump tonight?
Không có điều gì xảy ra là một cú sốc hay ngạc nhiên đối với Ngài.        Nothing that happens is a shock or a surprise to Him.
Để có một cú gõ tốt, để nó thẳng, rồi đập mạnh.        A good whack with the mallet.
Chúng cần chụp tóm được đuôi còn mồi trong khi phải tránh những cú táp của nó.        They need to grab their prey by the tail while avoiding its snapping jaws.
Tôi sẽ biết được một câu nói ngắn gọn, đơn độc với một lỗi cú pháp        I'll get a lonely, little sentence with real error in it,
